TF	 Summit ID	Chromosome	Summit start	Summit end	TSS start	TSS strand	GeneID	Distance to TSS from summit center	Motif coincidence
PIF4	558	Chr1	25226119	25226120	25230265	+	AT1G67340	4145	G
PIF4	562	Chr1	25335142	25335143	25334646	-	AT1G67590	495	G
PIF4	565	Chr1	25397415	25397416	25395153	-	AT1G67740	2261	PBE
PIF4	565	Chr1	25397415	25397416	25401588	+	AT1G67750	4172	PBE
PIF4	569	Chr1	25455808	25455809	25455734	-	AT1G67880	73	G
PIF4	569	Chr1	25455808	25455809	25457179	+	AT1G67890	1370	G
PIF4	571	Chr1	25496722	25496723	25497290	+	AT1G68020	567	G&PBE
PIF4	572	Chr1	25531072	25531073	25527533	-	AT1G68120	3538	PBE
PIF4	572	Chr1	25531072	25531073	25532244	+	AT1G68130	1171	PBE
PIF4	575	Chr1	25691336	25691337	25693449	+	AT1G68490	2112	G&PBE
PIF4	578	Chr1	25741091	25741092	25738001	-	AT1G68560	3089	G
PIF4	579	Chr1	25745570	25745571	25746736	+	AT1G68570	1165	PBE
PIF4	581	Chr1	25781298	25781299	25779160	-	AT1G68660	2137	G
PIF4	581	Chr1	25781298	25781299	25782029	+	AT1G68670	730	G
PIF4	584	Chr1	25879082	25879083	25875549	-	AT1G68830	3532	PBE
PIF4	584	Chr1	25879082	25879083	25880323	+	AT1G68840	1240	PBE
PIF4	585	Chr1	25941539	25941540	25941675	+	AT1G69010	135	G
PIF4	587	Chr1	25952099	25952100	25949261	-	AT1G69030	2837	G&PBE
PIF4	588	Chr1	25955171	25955172	25957819	+	AT1G69040	2647	PBE
PIF4	590	Chr1	25960793	25960794	25961924	+	AT1G69050	1130	PBE
PIF4	592	Chr1	26038462	26038463	26039048	+	AT1G69260	585	G&PBE
PIF4	593	Chr1	26043146	26043147	26042701	-	AT1G69270	444	PBE
PIF4	594	Chr1	26053146	26053147	26052566	-	AT1G69295	579	G&PBE
PIF4	595	Chr1	26120359	26120360	26119575	-	AT1G69485	783	PBE
PIF4	595	Chr1	26120359	26120360	26122139	+	AT1G69490	1779	PBE
PIF4	602	Chr1	26164446	26164447	26163495	-	AT1G69570	950	G&PBE
PIF4	605	Chr1	26213699	26213700	26216224	+	AT1G69690	2524	G
PIF4	608	Chr1	26264732	26264733	26266609	+	AT1G69790	1876	PBE
PIF4	614	Chr1	26463788	26463789	26459449	-	AT1G70260	4338	G
PIF4	614	Chr1	26463788	26463789	26464400	+	AT1G70270	611	G
PIF4	617	Chr1	26601965	26601966	26604855	+	AT1G70560	2889	G
PIF4	624	Chr1	26739790	26739791	26743054	+	AT1G70940	3263	G&PBE
PIF4	625	Chr1	26742476	26742477	26743054	+	AT1G70940	577	PBE
PIF4	628	Chr1	26777184	26777185	26773724	-	AT1G71002	3459	PBE
PIF4	629	Chr1	26938141	26938142	26938525	+	AT1G71520	383	G
PIF4	636	Chr1	27088263	27088264	27088247	-	AT1G71960	15	G
PIF4	636	Chr1	27088263	27088264	27093028	+	AT1G71970	4764	G
PIF4	637	Chr1	27090887	27090888	27088247	-	AT1G71960	2639	PBE
PIF4	637	Chr1	27090887	27090888	27093028	+	AT1G71970	2140	PBE
PIF4	639	Chr1	27160260	27160261	27162820	+	AT1G72180	2559	PBE
PIF4	641	Chr1	27276955	27276956	27276316	-	AT1G72450	638	G
PIF4	641	Chr1	27276955	27276956	27279510	+	AT1G72460	2554	G
PIF4	642	Chr1	27282953	27282954	27283693	+	AT1G72470	739	G
PIF4	644	Chr1	27292749	27292750	27291041	-	AT1G72490	1707	G
PIF4	648	Chr1	27498110	27498111	27497949	-	AT1G73120	160	G&PBE
PIF4	648	Chr1	27498110	27498111	27499035	+	AT1G73130	924	G&PBE
PIF4	650	Chr1	27627952	27627953	27628939	+	AT1G73480	986	G
PIF4	651	Chr1	27699090	27699091	27697210	-	AT1G73660	1879	G
PIF4	651	Chr1	27699090	27699091	27700050	+	AT1G73670	959	G
PIF4	652	Chr1	27713835	27713836	27713414	-	AT1G73687	420	PBE
PIF4	652	Chr1	27713835	27713836	27714948	+	AT1G73690	1112	PBE
PIF4	655	Chr1	27815320	27815321	27814445	-	AT1G73960	874	G
PIF4	655	Chr1	27815320	27815321	27815797	+	AT1G73965	476	G
PIF4	657	Chr1	27859584	27859585	27861116	+	AT1G74088	1531	G
PIF4	658	Chr1	27886118	27886119	27886426	+	AT1G74160	307	PBE
PIF4	660	Chr1	28000058	28000059	27998820	-	AT1G74500	1237	G
PIF4	663	Chr1	28052258	28052259	28048126	-	AT1G74660	4131	PBE
PIF4	663	Chr1	28052258	28052259	28053286	+	AT1G74670	1027	PBE
PIF4	664	Chr1	28065100	28065101	28064624	-	AT1G74690	475	G
PIF4	664	Chr1	28065100	28065101	28065266	+	AT1G74700	165	G
PIF4	667	Chr1	28150583	28150584	28150443	-	AT1G74950	139	G
PIF4	668	Chr1	28213724	28213725	28213799	+	AT1G75170	74	G
PIF4	670	Chr1	28239759	28239760	28241072	+	AT1G75240	1312	PBE
PIF4	671	Chr1	28257328	28257329	28257150	-	AT1G75295	177	PBE
PIF4	671	Chr1	28257328	28257329	28261004	+	AT1G75310	3675	PBE
PIF4	673	Chr1	28284771	28284772	28284044	-	AT1G75380	726	G
PIF4	675	Chr1	28290324	28290325	28291698	+	AT1G75388	1373	G&PBE
PIF4	678	Chr1	28313405	28313406	28309609	-	AT1G75430	3795	G
PIF4	678	Chr1	28313405	28313406	28313487	+	AT1G75440	81	G
PIF4	680	Chr1	28319003	28319004	28318374	-	AT1G75450	628	G
PIF4	681	Chr1	28326987	28326988	28327886	+	AT1G75460	898	G
PIF4	682	Chr1	28335160	28335161	28334743	-	AT1G75480	416	G
PIF4	682	Chr1	28335160	28335161	28335502	+	AT1G75490	341	G
PIF4	684	Chr1	28358533	28358534	28359309	+	AT1G75530	775	G&PBE
PIF4	686	Chr1	28385878	28385879	28383767	-	AT1G75590	2110	PBE
PIF4	686	Chr1	28385878	28385879	28390665	+	AT1G75600	4786	PBE
PIF4	691	Chr1	28581271	28581272	28581132	-	AT1G76160	138	PBE
PIF4	693	Chr1	28701595	28701596	28705527	+	AT1G76500	3931	G
PIF4	694	Chr1	28753288	28753289	28756521	+	AT1G76620	3232	G
PIF4	703	Chr1	29006329	29006330	29005090	-	AT1G77200	1238	PBE
PIF4	707	Chr1	29065489	29065490	29064536	-	AT1G77330	952	PBE
PIF4	711	Chr1	29345697	29345698	29345838	+	AT1G78040	140	PBE
PIF4	712	Chr1	29354236	29354237	29352923	-	AT1G78060	1312	G
PIF4	712	Chr1	29354236	29354237	29355022	+	AT1G78070	785	G
PIF4	715	Chr1	29361071	29361072	29364249	+	AT1G78080	3177	G&PBE
PIF4	719	Chr1	29527720	29527721	29526362	-	AT1G78480	1357	PBE
PIF4	719	Chr1	29527720	29527721	29528253	+	AT1G78490	532	PBE
PIF4	720	Chr1	29598960	29598961	29599349	+	AT1G78700	388	G
PIF4	722	Chr1	29644341	29644342	29643430	-	AT1G78850	910	PBE
PIF4	726	Chr1	29778287	29778288	29777988	-	AT1G79150	298	G
PIF4	727	Chr1	29857359	29857360	29855820	-	AT1G79360	1538	G
PIF4	727	Chr1	29857359	29857360	29857934	+	AT1G79370	574	G
PIF4	731	Chr1	30187650	30187651	30186585	-	AT1G80280	1064	G&PBE
PIF4	731	Chr1	30187650	30187651	30188321	+	AT1G80290	670	G&PBE
PIF4	732	Chr1	30249366	30249367	30249304	-	AT1G80460	61	G
PIF4	735	Chr1	30383533	30383534	30383691	+	AT1G80840	157	PBE
PIF4	740	Chr2	97796	97797	96654	-	AT2G01140	1141	PBE
PIF4	740	Chr2	97796	97797	100649	+	AT2G01150	2852	PBE
PIF4	741	Chr2	100587	100588	96654	-	AT2G01140	3932	G
PIF4	741	Chr2	100587	100588	100649	+	AT2G01150	61	G
PIF4	743	Chr2	259195	259196	257549	-	AT2G01570	1645	G
PIF4	752	Chr2	521854	521855	521706	-	AT2G02080	147	PBE
PIF4	752	Chr2	521854	521855	523284	+	AT2G02090	1429	PBE
PIF4	756	Chr2	834425	834426	832454	-	AT2G02860	1970	G
PIF4	756	Chr2	834425	834426	837812	+	AT2G02870	3386	G
PIF4	759	Chr2	937313	937314	937420	+	AT2G03120	106	G&PBE
PIF4	760	Chr2	1062975	1062976	1064236	+	AT2G03505	1260	PBE
PIF4	762	Chr2	1142161	1142162	1140185	-	AT2G03730	1975	PBE
PIF4	766	Chr2	1467494	1467495	1462936	-	AT2G04240	4557	PBE
PIF4	769	Chr2	1639945	1639946	1638646	-	AT2G04675	1298	PBE
PIF4	769	Chr2	1639945	1639946	1640140	+	AT2G04680	194	PBE
PIF4	775	Chr2	1982241	1982242	1983901	+	AT2G05420	1659	PBE
PIF4	783	Chr2	2762479	2762480	2763526	+	AT2G06850	1046	PBE
PIF4	801	Chr2	6034332	6034333	6032501	-	AT2G14245	1830	PBE
PIF4	801	Chr2	6034332	6034333	6034348	+	AT2G14247	15	PBE
PIF4	807	Chr2	6799278	6799279	6801943	+	AT2G15590	2664	PBE
PIF4	817	Chr2	7197559	7197560	7197774	+	AT2G16594	214	G
PIF4	822	Chr2	7301131	7301132	7301581	+	AT2G16850	449	PBE
PIF4	826	Chr2	7515784	7515785	7516415	+	AT2G17290	630	G
PIF4	828	Chr2	7695540	7695541	7697336	+	AT2G17720	1795	G
PIF4	830	Chr2	7748964	7748965	7748219	-	AT2G17820	744	PBE
PIF4	833	Chr2	7864207	7864208	7864314	+	AT2G18090	106	G&PBE
PIF4	834	Chr2	7890321	7890322	7888877	-	AT2G18140	1443	G
PIF4	835	Chr2	7910316	7910317	7909922	-	AT2G18170	393	G
PIF4	837	Chr2	7955203	7955204	7954738	-	AT2G18300	464	PBE
PIF4	840	Chr2	7973650	7973651	7972080	-	AT2G18350	1569	PBE
PIF4	841	Chr2	8053404	8053405	8051212	-	AT2G18550	2191	G&PBE
PIF4	843	Chr2	8107852	8107853	8109043	+	AT2G18700	1190	G&PBE
PIF4	844	Chr2	8139614	8139615	8138117	-	AT2G18780	1496	G
PIF4	844	Chr2	8139614	8139615	8139881	+	AT2G18790	266	G
PIF4	848	Chr2	8220033	8220034	8221631	+	AT2G18960	1597	PBE
PIF4	850	Chr2	8324016	8324017	8324716	+	AT2G19180	699	G&PBE
PIF4	854	Chr2	8430549	8430550	8431482	+	AT2G19460	932	G
PIF4	856	Chr2	8544189	8544190	8545634	+	AT2G19806	1444	G
PIF4	865	Chr2	9214650	9214651	9213057	-	AT2G21510	1592	G
PIF4	865	Chr2	9214650	9214651	9215519	+	AT2G21520	868	G
PIF4	866	Chr2	9238345	9238346	9238482	+	AT2G21590	136	PBE
PIF4	876	Chr2	9616444	9616445	9618372	+	AT2G22630	1927	G
PIF4	878	Chr2	9635420	9635421	9635112	-	AT2G22668	307	PBE
PIF4	878	Chr2	9635420	9635421	9636380	+	AT2G22670	959	PBE
PIF4	882	Chr2	9702847	9702848	9699896	-	AT2G22795	2950	G
PIF4	888	Chr2	9889325	9889326	9892716	+	AT2G23230	3390	G
PIF4	890	Chr2	9995325	9995326	9991694	-	AT2G23450	3630	G
PIF4	890	Chr2	9995325	9995326	9995478	+	AT2G23460	152	G
PIF4	893	Chr2	10105252	10105253	10104028	-	AT2G23755	1223	PBE
PIF4	896	Chr2	10194087	10194088	10190411	-	AT2G23950	3675	PBE
PIF4	896	Chr2	10194087	10194088	10196059	+	AT2G23960	1971	PBE
PIF4	898	Chr2	10298203	10298204	10300115	+	AT2G24220	1911	PBE
PIF4	899	Chr2	10440523	10440524	10439297	-	AT2G24570	1225	PBE
PIF4	900	Chr2	10443330	10443331	10439297	-	AT2G24570	4032	G
PIF4	903	Chr2	10835757	10835758	10835482	-	AT2G25460	274	G&PBE
PIF4	903	Chr2	10835757	10835758	10838420	+	AT2G25470	2662	G&PBE
PIF4	905	Chr2	11040015	11040016	11041331	+	AT2G25900	1315	G
PIF4	908	Chr2	11122252	11122253	11123430	+	AT2G26120	1177	G
PIF4	909	Chr2	11175841	11175842	11173141	-	AT2G26250	2699	PBE
PIF4	909	Chr2	11175841	11175842	11178100	+	AT2G26260	2258	PBE
PIF4	914	Chr2	11284904	11284905	11284228	-	AT2G26530	675	PBE
PIF4	924	Chr2	11548823	11548824	11551041	+	AT2G27060	2217	PBE
PIF4	927	Chr2	11646625	11646626	11649154	+	AT2G27229	2528	G
PIF4	928	Chr2	11666884	11666885	11665768	-	AT2G27250	1115	G
PIF4	928	Chr2	11666884	11666885	11669655	+	AT2G27260	2770	G
PIF4	931	Chr2	11754947	11754948	11754027	-	AT2G27500	919	PBE
PIF4	931	Chr2	11754947	11754948	11756566	+	AT2G27505	1618	PBE
PIF4	933	Chr2	11859549	11859550	11860218	+	AT2G27830	668	PBE
PIF4	934	Chr2	11908509	11908510	11904006	-	AT2G27950	4502	PBE
PIF4	936	Chr2	11947460	11947461	11943603	-	AT2G28056	3856	G
PIF4	937	Chr2	11955019	11955020	11952203	-	AT2G28060	2815	G
PIF4	937	Chr2	11955019	11955020	11956432	+	AT2G28070	1412	G
PIF4	939	Chr2	11994068	11994069	11994966	+	AT2G28140	897	PBE
PIF4	943	Chr2	12118019	12118020	12119320	+	AT2G28355	1300	G&PBE
PIF4	947	Chr2	12175618	12175619	12173678	-	AT2G28470	1939	PBE
PIF4	951	Chr2	12409502	12409503	12408234	-	AT2G28890	1267	G
PIF4	961	Chr2	12788023	12788024	12785052	-	AT2G29980	2970	G
PIF4	962	Chr2	12874620	12874621	12874706	+	AT2G30150	85	G
PIF4	965	Chr2	12933439	12933440	12932581	-	AT2G30340	857	G&PBE
PIF4	968	Chr2	13000776	13000777	13000463	-	AT2G30500	312	PBE
PIF4	971	Chr2	13114014	13114015	13112010	-	AT2G30770	2003	PBE
PIF4	971	Chr2	13114014	13114015	13116474	+	AT2G30780	2459	PBE
PIF4	972	Chr2	13115865	13115866	13112010	-	AT2G30770	3854	PBE
PIF4	972	Chr2	13115865	13115866	13116474	+	AT2G30780	608	PBE
PIF4	974	Chr2	13248762	13248763	13252219	+	AT2G31083	3456	PBE
PIF4	976	Chr2	13496336	13496337	13495109	-	AT2G31740	1226	PBE
PIF4	976	Chr2	13496336	13496337	13497233	+	AT2G31750	896	PBE
PIF4	983	Chr2	13769043	13769044	13765455	-	AT2G32415	3587	G&PBE
PIF4	983	Chr2	13769043	13769044	13771296	+	AT2G32430	2252	G&PBE
PIF4	989	Chr2	13856789	13856790	13856111	-	AT2G32660	677	G&PBE
PIF4	989	Chr2	13856789	13856790	13857877	+	AT2G32670	1087	G&PBE
PIF4	990	Chr2	13971884	13971885	13968956	-	AT2G32930	2927	G
PIF4	993	Chr2	14085610	14085611	14083613	-	AT2G33233	1996	PBE
PIF4	996	Chr2	14146649	14146650	14146470	-	AT2G33380	178	G
PIF4	998	Chr2	14320724	14320725	14320590	-	AT2G33847	133	G
PIF4	1000	Chr2	14374934	14374935	14373854	-	AT2G34020	1079	G
PIF4	1003	Chr2	14424301	14424302	14423477	-	AT2G34150	823	PBE
PIF4	1003	Chr2	14424301	14424302	14426203	+	AT2G34160	1901	PBE
PIF4	1004	Chr2	14432895	14432896	14432268	-	AT2G34180	626	G
PIF4	1004	Chr2	14432895	14432896	14434339	+	AT2G34185	1443	G
PIF4	1008	Chr2	14645181	14645182	14644272	-	AT2G34710	908	PBE
PIF4	1009	Chr2	14645848	14645849	14644272	-	AT2G34710	1575	PBE
PIF4	1010	Chr2	14687579	14687580	14689624	+	AT2G34820	2044	G
PIF4	1016	Chr2	15104629	15104630	15104761	+	AT2G35950	131	G
PIF4	1021	Chr2	15155199	15155200	15151574	-	AT2G36080	3624	G
PIF4	1021	Chr2	15155199	15155200	15158561	+	AT2G36090	3361	G
PIF4	1024	Chr2	15276506	15276507	15278769	+	AT2G36410	2262	G
PIF4	1034	Chr2	15784410	15784411	15783432	-	AT2G37630	977	G
PIF4	1035	Chr2	15871484	15871485	15870696	-	AT2G37925	787	PBE
PIF4	1035	Chr2	15871484	15871485	15873117	+	AT2G37930	1632	PBE
PIF4	1040	Chr2	16082320	16082321	16083689	+	AT2G38400	1368	G
PIF4	1041	Chr2	16123433	16123434	16119107	-	AT2G38500	4325	PBE
PIF4	1041	Chr2	16123433	16123434	16123985	+	AT2G38510	551	PBE
PIF4	1042	Chr2	16127779	16127780	16128378	+	AT2G38530	598	PBE
PIF4	1045	Chr2	16339386	16339387	16336209	-	AT2G39170	3176	PBE
PIF4	1045	Chr2	16339386	16339387	16340282	+	AT2G39175	895	PBE
PIF4	1048	Chr2	16474000	16474001	16473817	-	AT2G39450	182	G
PIF4	1048	Chr2	16474000	16474001	16474149	+	AT2G39460	148	G
PIF4	1049	Chr2	16485808	16485809	16485038	-	AT2G39480	769	PBE
PIF4	1050	Chr2	16553660	16553661	16556856	+	AT2G39705	3195	G
PIF4	1057	Chr2	16706011	16706012	16708056	+	AT2G40008	2044	G&PBE
PIF4	1058	Chr2	16707355	16707356	16708056	+	AT2G40008	700	PBE
PIF4	1062	Chr2	16825258	16825259	16824505	-	AT2G40270	752	PBE
PIF4	1068	Chr2	16930859	16930860	16930864	+	AT2G40540	4	G&PBE
PIF4	1069	Chr2	16951107	16951108	16950556	-	AT2G40610	550	PBE
PIF4	1070	Chr2	16954334	16954335	16950556	-	AT2G40610	3777	PBE
PIF4	1073	Chr2	17099462	17099463	17098694	-	AT2G40970	767	G
PIF4	1073	Chr2	17099462	17099463	17102090	+	AT2G40980	2627	G
PIF4	1074	Chr2	17100862	17100863	17098694	-	AT2G40970	2167	PBE
PIF4	1074	Chr2	17100862	17100863	17102090	+	AT2G40980	1227	PBE
PIF4	1075	Chr2	17130273	17130274	17130774	+	AT2G41070	500	G&PBE
PIF4	1076	Chr2	17203453	17203454	17202617	-	AT2G41250	835	G
PIF4	1076	Chr2	17203453	17203454	17206510	+	AT2G41260	3056	G
PIF4	1077	Chr2	17220627	17220628	17216291	-	AT2G41300	4335	PBE
PIF4	1077	Chr2	17220627	17220628	17221933	+	AT2G41310	1305	PBE
PIF4	1080	Chr2	17359909	17359910	17357597	-	AT2G41630	2311	PBE
PIF4	1080	Chr2	17359909	17359910	17360486	+	AT2G41640	576	PBE
PIF4	1081	Chr2	17421487	17421488	17419422	-	AT2G41745	2064	G
PIF4	1090	Chr2	17627057	17627058	17627342	+	AT2G42320	284	PBE
PIF4	1091	Chr2	17646257	17646258	17645834	-	AT2G42365	422	G
PIF4	1092	Chr2	17649681	17649682	17648944	-	AT2G42380	736	PBE
PIF4	1092	Chr2	17649681	17649682	17650225	+	AT2G42388	543	PBE
PIF4	1095	Chr2	17754344	17754345	17756140	+	AT2G42620	1795	PBE
PIF4	1096	Chr2	17809806	17809807	17809589	-	AT2G42800	216	G
PIF4	1099	Chr2	17828349	17828350	17827535	-	AT2G42840	813	G
PIF4	1099	Chr2	17828349	17828350	17831655	+	AT2G42850	3305	G
PIF4	1100	Chr2	17838281	17838282	17837249	-	AT2G42870	1031	PBE
PIF4	1101	Chr2	17840237	17840238	17837249	-	AT2G42870	2987	PBE
PIF4	1104	Chr2	17907253	17907254	17909185	+	AT2G43060	1931	PBE
PIF4	1109	Chr2	18005180	18005181	18007697	+	AT2G43340	2516	G&PBE
PIF4	1110	Chr2	18007519	18007520	18007697	+	AT2G43340	177	PBE
PIF4	1111	Chr2	18090613	18090614	18089223	-	AT2G43610	1389	PBE
PIF4	1115	Chr2	18234504	18234505	18232492	-	AT2G44070	2011	G&PBE
PIF4	1115	Chr2	18234504	18234505	18237152	+	AT2G44080	2647	G&PBE
PIF4	1117	Chr2	18304454	18304455	18304283	-	AT2G44280	170	PBE
PIF4	1118	Chr2	18363807	18363808	18364756	+	AT2G44490	948	G
PIF4	1119	Chr2	18445011	18445012	18443398	-	AT2G44740	1612	PBE
PIF4	1120	Chr2	18456891	18456892	18454808	-	AT2G44760	2082	PBE
PIF4	1120	Chr2	18456891	18456892	18457322	+	AT2G44770	430	PBE
PIF4	1121	Chr2	18521579	18521580	18519524	-	AT2G44910	2054	G
PIF4	1121	Chr2	18521579	18521580	18524387	+	AT2G44920	2807	G
PIF4	1124	Chr2	18580286	18580287	18582872	+	AT2G45050	2585	G&PBE
PIF4	1127	Chr2	18681687	18681688	18682081	+	AT2G45310	393	PBE
PIF4	1130	Chr2	18725667	18725668	18727561	+	AT2G45430	1893	G
PIF4	1133	Chr2	18814434	18814435	18811046	-	AT2G45660	3387	PBE
PIF4	1136	Chr2	18909243	18909244	18907813	-	AT2G45950	1429	G
PIF4	1136	Chr2	18909243	18909244	18910295	+	AT2G45960	1051	G
PIF4	1137	Chr2	18981495	18981496	18981911	+	AT2G46225	415	G&PBE
PIF4	1138	Chr2	18999636	18999637	19000191	+	AT2G46270	554	G
PIF4	1141	Chr2	19019997	19019998	19019254	-	AT2G46330	742	PBE
PIF4	1142	Chr2	19027929	19027930	19027412	-	AT2G46340	516	G
PIF4	1142	Chr2	19027929	19027930	19028488	+	AT2G46360	558	G
PIF4	1143	Chr2	19101081	19101082	19104665	+	AT2G46530	3583	PBE
PIF4	1144	Chr2	19132343	19132344	19130594	-	AT2G46580	1748	PBE
PIF4	1144	Chr2	19132343	19132344	19133040	+	AT2G46590	696	PBE
PIF4	1146	Chr2	19190668	19190669	19186577	-	AT2G46700	4090	G
PIF4	1146	Chr2	19190668	19190669	19191935	+	AT2G46710	1266	G
PIF4	1147	Chr2	19227511	19227512	19222915	-	AT2G46770	4595	G
PIF4	1147	Chr2	19227511	19227512	19229293	+	AT2G46780	1781	G
PIF4	1151	Chr2	19299070	19299071	19297825	-	AT2G46970	1244	G
PIF4	1153	Chr2	19335526	19335527	19335030	-	AT2G47060	495	PBE
PIF4	1153	Chr2	19335526	19335527	19336695	+	AT2G47070	1168	PBE
PIF4	1154	Chr2	19362937	19362938	19361146	-	AT2G47160	1790	PBE
PIF4	1154	Chr2	19362937	19362938	19366623	+	AT2G47170	3685	PBE
PIF4	1155	Chr2	19466198	19466199	19464086	-	AT2G47430	2111	G&PBE
PIF4	1155	Chr2	19466198	19466199	19469719	+	AT2G47440	3520	G&PBE
PIF4	1156	Chr2	19491225	19491226	19492995	+	AT2G47500	1769	G
PIF4	1158	Chr2	19569823	19569824	19570049	+	AT2G47780	225	G
PIF4	1159	Chr2	19643929	19643930	19644100	+	AT2G48020	170	G&PBE
PIF4	1162	Chr3	204495	204496	202739	-	AT3G01513	1755	G
PIF4	1162	Chr3	204495	204496	207336	+	AT3G01516	2840	G
PIF4	1163	Chr3	256171	256172	256537	+	AT3G01690	365	PBE
PIF4	1164	Chr3	269387	269388	270229	+	AT3G01750	841	PBE
PIF4	1166	Chr3	386899	386900	386537	-	AT3G02140	361	G
PIF4	1166	Chr3	386899	386900	391057	+	AT3G02150	4157	G
PIF4	1167	Chr3	401559	401560	399778	-	AT3G02170	1780	G
PIF4	1167	Chr3	401559	401560	404733	+	AT3G02180	3173	G
PIF4	1170	Chr3	545747	545748	545594	-	AT3G02570	152	G
PIF4	1170	Chr3	545747	545748	546903	+	AT3G02580	1155	G
PIF4	1171	Chr3	617832	617833	618409	+	AT3G02840	576	PBE
PIF4	1172	Chr3	673238	673239	672214	-	AT3G02980	1023	G
PIF4	1172	Chr3	673238	673239	673472	+	AT3G02990	233	G
PIF4	1174	Chr3	731806	731807	731891	+	AT3G03170	84	G
PIF4	1179	Chr3	961850	961851	961997	+	AT3G03790	146	G&PBE
PIF4	1180	Chr3	977423	977424	977222	-	AT3G03820	200	PBE
PIF4	1180	Chr3	977423	977424	978265	+	AT3G03826	841	PBE
PIF4	1183	Chr3	1055758	1055759	1055162	-	AT3G04060	595	PBE
PIF4	1186	Chr3	1067192	1067193	1063102	-	AT3G04070	4089	PBE
PIF4	1191	Chr3	1337947	1337948	1337919	-	AT3G04855	27	PBE
PIF4	1192	Chr3	1341099	1341100	1340622	-	AT3G04860	476	G
PIF4	1192	Chr3	1341099	1341100	1342608	+	AT3G04870	1508	G
PIF4	1193	Chr3	1358590	1358591	1360882	+	AT3G04920	2291	PBE
PIF4	1195	Chr3	1393023	1393024	1392953	-	AT3G05020	69	G&PBE
PIF4	1200	Chr3	1644494	1644495	1643252	-	AT3G05640	1241	G&PBE
PIF4	1202	Chr3	1757450	1757451	1756539	-	AT3G05880	910	G&PBE
PIF4	1203	Chr3	1759721	1759722	1758491	-	AT3G05890	1229	G&PBE
PIF4	1203	Chr3	1759721	1759722	1760905	+	AT3G05905	1183	G&PBE
PIF4	1204	Chr3	1830891	1830892	1830199	-	AT3G06060	691	PBE
PIF4	1205	Chr3	1831979	1831980	1831922	-	AT3G06070	56	PBE
PIF4	1206	Chr3	1848750	1848751	1848848	+	AT3G06125	97	G
PIF4	1208	Chr3	2083354	2083355	2083290	-	AT3G06650	63	G
PIF4	1208	Chr3	2083354	2083355	2083394	+	AT3G66652	39	G
PIF4	1211	Chr3	2138258	2138259	2137227	-	AT3G06770	1030	PBE
PIF4	1219	Chr3	2364130	2364131	2362013	-	AT3G07380	2116	G
PIF4	1219	Chr3	2364130	2364131	2365301	+	AT3G07390	1170	G
PIF4	1227	Chr3	2706398	2706399	2706277	-	AT3G08885	120	G
PIF4	1227	Chr3	2706398	2706399	2706632	+	AT3G08890	233	G
PIF4	1231	Chr3	3065735	3065736	3067683	+	AT3G09975	1947	G&PBE
PIF4	1236	Chr3	3429005	3429006	3426996	-	AT3G10960	2008	G
PIF4	1237	Chr3	3437557	3437558	3438278	+	AT3G10980	720	PBE
PIF4	1242	Chr3	3620953	3620954	3619566	-	AT3G11490	1386	G&PBE
PIF4	1245	Chr3	3658062	3658063	3660377	+	AT3G11590	2314	G
PIF4	1247	Chr3	3770634	3770635	3770562	-	AT3G11910	71	G
PIF4	1247	Chr3	3770634	3770635	3772311	+	AT3G11920	1676	G
PIF4	1254	Chr3	3899108	3899109	3899018	-	AT3G12220	89	G
PIF4	1256	Chr3	4042139	4042140	4041981	-	AT3G12710	157	PBE
PIF4	1258	Chr3	4076684	4076685	4075613	-	AT3G12820	1070	G
PIF4	1259	Chr3	4084098	4084099	4083368	-	AT3G12835	729	PBE
PIF4	1260	Chr3	4124389	4124390	4123507	-	AT3G12920	881	G
PIF4	1260	Chr3	4124389	4124390	4128407	+	AT3G12930	4017	G
PIF4	1264	Chr3	4340496	4340497	4340411	-	AT3G13360	84	PBE
PIF4	1264	Chr3	4340496	4340497	4341664	+	AT3G13370	1167	PBE
PIF4	1266	Chr3	4410075	4410076	4411168	+	AT3G13525	1092	PBE
PIF4	1267	Chr3	4541702	4541703	4544364	+	AT3G13810	2661	G
PIF4	1268	Chr3	4607094	4607095	4608383	+	AT3G13960	1288	PBE
PIF4	1269	Chr3	4616518	4616519	4614847	-	AT3G13970	1670	G
PIF4	1270	Chr3	4660929	4660930	4660783	-	AT3G14067	145	PBE
PIF4	1271	Chr3	4723882	4723883	4720950	-	AT3G14205	2931	G
PIF4	1273	Chr3	4800762	4800763	4799503	-	AT3G14370	1258	G&PBE
PIF4	1281	Chr3	5047169	5047170	5045402	-	AT3G14980	1766	G
PIF4	1281	Chr3	5047169	5047170	5047400	+	AT3G14990	230	G
PIF4	1283	Chr3	5081666	5081667	5081780	+	AT3G15095	113	PBE
PIF4	1291	Chr3	5252601	5252602	5252505	-	AT3G15520	95	G
PIF4	1293	Chr3	5263837	5263838	5264024	+	AT3G15540	186	G&PBE
PIF4	1296	Chr3	5339995	5339996	5340074	+	AT3G15770	78	PBE
PIF4	1299	Chr3	5433984	5433985	5433816	-	AT3G16000	167	G
PIF4	1299	Chr3	5433984	5433985	5434014	+	AT3G16010	29	G
PIF4	1304	Chr3	5662140	5662141	5661962	-	AT3G16620	177	G
PIF4	1305	Chr3	5719052	5719053	5721020	+	AT3G16800	1967	PBE
